Date,Close,Volume,Market Capitalization,Operating Expenses to Revenue,Operating Cash Flow to CapEx
2015-09-04,27.3174991607666,199985200,603245130541.4,0.115046,3.724433
2015-09-08,28.07749938964844,219374400,603245130541.4,0.115046,3.724433
2015-09-09,27.537500381469727,340043200,603245130541.4,0.115046,3.724433
2015-09-10,28.14249992370605,251571200,603245130541.4,0.115046,3.724433
2015-09-11,28.552499771118164,199662000,603245130541.4,0.115046,3.724433
2015-09-14,28.82749938964844,233453600,603245130541.4,0.115046,3.724433
2015-09-15,29.06999969482422,173364800,603245130541.4,0.115046,3.724433
2015-09-16,29.102500915527344,148694000,603245130541.4,0.115046,3.724433
2015-09-17,28.479999542236328,256450400,603245130541.4,0.115046,3.724433
2015-09-18,28.362499237060547,297141200,603245130541.4,0.115046,3.724433
2015-09-21,28.802499771118164,200888000,603245130541.4,0.115046,3.724433
2015-09-22,28.350000381469727,201384800,603245130541.4,0.115046,3.724433
2015-09-23,28.57999992370605,143026800,603245130541.4,0.115046,3.724433
2015-09-24,28.75,200878000,603245130541.4,0.115046,3.724433
2015-09-25,28.677499771118164,224607600,603245130541.4,0.115046,3.724433
2015-09-28,28.11000061035156,208436000,550954315353.1,0.082402,7.603267
2015-09-29,27.26499938964844,293461600,550954315353.1,0.082402,7.603267
2015-09-30,27.575000762939453,265892000,550954315353.1,0.082402,7.603267
2015-10-01,27.395000457763672,255716400,550954315353.1,0.082402,7.603267
2015-10-02,27.59499931335449,232079200,550954315353.1,0.082402,7.603267
2015-10-05,27.69499969482422,208258800,550954315353.1,0.082402,7.603267
2015-10-06,27.82749938964844,192787200,550954315353.1,0.082402,7.603267
2015-10-07,27.69499969482422,187062400,550954315353.1,0.082402,7.603267
2015-10-08,27.375,247918400,550954315353.1,0.082402,7.603267
2015-10-09,28.030000686645508,211064400,550954315353.1,0.082402,7.603267
2015-10-12,27.899999618530277,121868800,550954315353.1,0.082402,7.603267
2015-10-13,27.94750022888184,132197200,550954315353.1,0.082402,7.603267
2015-10-14,27.552499771118164,177849600,550954315353.1,0.082402,7.603267
2015-10-15,27.96500015258789,150694000,550954315353.1,0.082402,7.603267
2015-10-16,27.76000022888184,156930400,550954315353.1,0.082402,7.603267
2015-10-19,27.9325008392334,119036800,550954315353.1,0.082402,7.603267
2015-10-20,28.4424991607666,195871200,550954315353.1,0.082402,7.603267
2015-10-21,28.440000534057617,167180800,550954315353.1,0.082402,7.603267
2015-10-22,28.875,166616400,550954315353.1,0.082402,7.603267
2015-10-23,29.770000457763672,237467600,550954315353.1,0.082402,7.603267
2015-10-26,28.81999969482422,265335200,550954315353.1,0.082402,7.603267
2015-10-27,28.637500762939453,279537600,550954315353.1,0.082402,7.603267
2015-10-28,29.8174991607666,342205600,550954315353.1,0.082402,7.603267
2015-10-29,30.13249969482422,204909200,550954315353.1,0.082402,7.603267
2015-10-30,29.875,197461200,550954315353.1,0.082402,7.603267
2015-11-02,30.295000076293945,128813200,550954315353.1,0.082402,7.603267
2015-11-03,30.64249992370605,182076000,550954315353.1,0.082402,7.603267
2015-11-04,30.5,179544400,550954315353.1,0.082402,7.603267
2015-11-05,30.229999542236328,158210800,550954315353.1,0.082402,7.603267
2015-11-06,30.26499938964844,132169200,550954315353.1,0.082402,7.603267
2015-11-09,30.14249992370605,135485600,550954315353.1,0.082402,7.603267
2015-11-10,29.1924991607666,236511600,550954315353.1,0.082402,7.603267
2015-11-11,29.02750015258789,180872000,550954315353.1,0.082402,7.603267
2015-11-12,28.93000030517578,130102400,550954315353.1,0.082402,7.603267
2015-11-13,28.084999084472656,183249600,550954315353.1,0.082402,7.603267
2015-11-16,28.545000076293945,152426800,550954315353.1,0.082402,7.603267
2015-11-17,28.42250061035156,110467600,550954315353.1,0.082402,7.603267
2015-11-18,29.32250022888184,186698800,550954315353.1,0.082402,7.603267
2015-11-19,29.69499969482422,173183200,550954315353.1,0.082402,7.603267
2015-11-20,29.825000762939453,137148400,550954315353.1,0.082402,7.603267
2015-11-23,29.4375,129930000,550954315353.1,0.082402,7.603267
2015-11-24,29.71999931335449,171212800,550954315353.1,0.082402,7.603267
2015-11-25,29.50749969482422,85553200,550954315353.1,0.082402,7.603267
2015-11-27,29.45249938964844,52185600,550954315353.1,0.082402,7.603267
2015-11-30,29.575000762939453,156721200,550954315353.1,0.082402,7.603267
2015-12-01,29.334999084472656,139409600,550954315353.1,0.082402,7.603267
2015-12-02,29.06999969482422,133546400,550954315353.1,0.082402,7.603267
2015-12-03,28.799999237060547,166278000,550954315353.1,0.082402,7.603267
2015-12-04,29.75749969482422,231108000,550954315353.1,0.082402,7.603267
2015-12-07,29.56999969482422,128336800,550954315353.1,0.082402,7.603267
2015-12-08,29.5575008392334,137238000,550954315353.1,0.082402,7.603267
2015-12-09,28.905000686645508,185445600,550954315353.1,0.082402,7.603267
2015-12-10,29.042499542236328,116850800,550954315353.1,0.082402,7.603267
2015-12-11,28.295000076293945,187544800,550954315353.1,0.082402,7.603267
2015-12-14,28.1200008392334,257274800,550954315353.1,0.082402,7.603267
2015-12-15,27.622499465942383,213292400,550954315353.1,0.082402,7.603267
2015-12-16,27.834999084472656,224954000,550954315353.1,0.082402,7.603267
2015-12-17,27.2450008392334,179091200,550954315353.1,0.082402,7.603267
2015-12-18,26.50749969482422,385813200,550954315353.1,0.082402,7.603267
2015-12-21,26.832500457763672,190362400,550954315353.1,0.082402,7.603267
2015-12-22,26.8075008392334,131157600,550954315353.1,0.082402,7.603267
2015-12-23,27.15250015258789,130629600,550954315353.1,0.082402,7.603267
2015-12-24,27.00749969482422,54281600,550954315353.1,0.082402,7.603267
2015-12-28,26.70499992370605,106816800,536685725724.1,0.117372,4.966182
2015-12-29,27.184999465942383,123724800,536685725724.1,0.117372,4.966182
2015-12-30,26.82999992370605,100855200,536685725724.1,0.117372,4.966182
2015-12-31,26.315000534057617,163649200,536685725724.1,0.117372,4.966182
2016-01-04,26.337499618530277,270597600,536685725724.1,0.117372,4.966182
2016-01-05,25.677499771118164,223164000,536685725724.1,0.117372,4.966182
2016-01-06,25.174999237060547,273829600,536685725724.1,0.117372,4.966182
2016-01-07,24.112499237060547,324377600,536685725724.1,0.117372,4.966182
2016-01-08,24.239999771118164,283192000,536685725724.1,0.117372,4.966182
2016-01-11,24.63249969482422,198957600,536685725724.1,0.117372,4.966182
2016-01-12,24.989999771118164,196616800,536685725724.1,0.117372,4.966182
2016-01-13,24.34749984741211,249758400,536685725724.1,0.117372,4.966182
2016-01-14,24.8799991607666,252680400,536685725724.1,0.117372,4.966182
2016-01-15,24.28249931335449,319335600,536685725724.1,0.117372,4.966182
2016-01-19,24.165000915527344,212350800,536685725724.1,0.117372,4.966182
2016-01-20,24.19750022888184,289337600,536685725724.1,0.117372,4.966182
2016-01-21,24.075000762939453,208646000,536685725724.1,0.117372,4.966182
2016-01-22,25.354999542236328,263202000,536685725724.1,0.117372,4.966182
2016-01-25,24.86000061035156,207178000,536685725724.1,0.117372,4.966182
2016-01-26,24.997499465942383,300308000,536685725724.1,0.117372,4.966182
2016-01-27,23.354999542236328,533478800,536685725724.1,0.117372,4.966182
2016-01-28,23.522499084472656,222715200,536685725724.1,0.117372,4.966182
2016-01-29,24.334999084472656,257666000,536685725724.1,0.117372,4.966182
2016-02-01,24.107500076293945,163774000,536685725724.1,0.117372,4.966182
2016-02-02,23.6200008392334,149428800,536685725724.1,0.117372,4.966182
2016-02-03,24.087499618530277,183857200,536685725724.1,0.117372,4.966182
2016-02-04,24.149999618530277,185886800,536685725724.1,0.117372,4.966182
2016-02-05,23.5049991607666,185672400,536685725724.1,0.117372,4.966182
2016-02-08,23.752500534057617,216085600,536685725724.1,0.117372,4.966182
2016-02-09,23.747499465942383,177324800,536685725724.1,0.117372,4.966182
2016-02-10,23.5674991607666,169374400,536685725724.1,0.117372,4.966182
2016-02-11,23.424999237060547,200298800,536685725724.1,0.117372,4.966182
2016-02-12,23.497499465942383,161405600,536685725724.1,0.117372,4.966182
2016-02-16,24.15999984741211,196231600,536685725724.1,0.117372,4.966182
2016-02-17,24.530000686645508,179452800,536685725724.1,0.117372,4.966182
2016-02-18,24.065000534057617,156084000,536685725724.1,0.117372,4.966182
2016-02-19,24.01000022888184,141496800,536685725724.1,0.117372,4.966182
2016-02-22,24.21999931335449,137123200,536685725724.1,0.117372,4.966182
2016-02-23,23.67250061035156,127770400,536685725724.1,0.117372,4.966182
2016-02-24,24.024999618530277,145022800,536685725724.1,0.117372,4.966182
2016-02-25,24.190000534057617,110330800,536685725724.1,0.117372,4.966182
2016-02-26,24.227500915527344,115964400,536685725724.1,0.117372,4.966182
2016-02-29,24.17250061035156,140865200,536685725724.1,0.117372,4.966182
2016-03-01,25.13249969482422,201628400,536685725724.1,0.117372,4.966182
2016-03-02,25.1875,132678400,536685725724.1,0.117372,4.966182
2016-03-03,25.375,147822800,536685725724.1,0.117372,4.966182
2016-03-04,25.752500534057617,184220400,536685725724.1,0.117372,4.966182
2016-03-07,25.467500686645508,143315600,536685725724.1,0.117372,4.966182
2016-03-08,25.25749969482422,126247600,536685725724.1,0.117372,4.966182
2016-03-09,25.280000686645508,108806800,536685725724.1,0.117372,4.966182
2016-03-10,25.292499542236328,134054400,536685725724.1,0.117372,4.966182
2016-03-11,25.565000534057617,109632800,536685725724.1,0.117372,4.966182
2016-03-14,25.6299991607666,100304400,536685725724.1,0.117372,4.966182
2016-03-15,26.145000457763672,160270800,536685725724.1,0.117372,4.966182
2016-03-16,26.49250030517578,153214000,536685725724.1,0.117372,4.966182
2016-03-17,26.450000762939453,137682800,536685725724.1,0.117372,4.966182
2016-03-18,26.479999542236328,176820800,536685725724.1,0.117372,4.966182
2016-03-21,26.477500915527344,142010800,536685725724.1,0.117372,4.966182
2016-03-22,26.68000030517578,129777600,536685725724.1,0.117372,4.966182
2016-03-23,26.53249931335449,102814000,536685725724.1,0.117372,4.966182
2016-03-24,26.417499542236328,104532000,536685725724.1,0.117372,4.966182
2016-03-28,26.29750061035156,77645600,471389851182.2,0.141673,3.785689
2016-03-29,26.920000076293945,124760400,471389851182.2,0.141673,3.785689
2016-03-30,27.38999938964844,182404400,471389851182.2,0.141673,3.785689
2016-03-31,27.247499465942383,103553600,471389851182.2,0.141673,3.785689
2016-04-01,27.497499465942383,103496000,471389851182.2,0.141673,3.785689
2016-04-04,27.780000686645508,149424800,471389851182.2,0.141673,3.785689
2016-04-05,27.45249938964844,106314800,471389851182.2,0.141673,3.785689
2016-04-06,27.739999771118164,105616400,471389851182.2,0.141673,3.785689
2016-04-07,27.13500022888184,127207600,471389851182.2,0.141673,3.785689
2016-04-08,27.165000915527344,94326800,471389851182.2,0.141673,3.785689
2016-04-11,27.2549991607666,117630000,471389851182.2,0.141673,3.785689
2016-04-12,27.61000061035156,108929200,471389851182.2,0.141673,3.785689
2016-04-13,28.01000022888184,133029200,471389851182.2,0.141673,3.785689
2016-04-14,28.024999618530277,101895600,471389851182.2,0.141673,3.785689
2016-04-15,27.462499618530277,187756000,471389851182.2,0.141673,3.785689
2016-04-18,26.8700008392334,243286000,471389851182.2,0.141673,3.785689
2016-04-19,26.727500915527344,129539600,471389851182.2,0.141673,3.785689
2016-04-20,26.78249931335449,122444000,471389851182.2,0.141673,3.785689
2016-04-21,26.49250030517578,126210000,471389851182.2,0.141673,3.785689
2016-04-22,26.420000076293945,134732400,471389851182.2,0.141673,3.785689
2016-04-25,26.270000457763672,112126400,471389851182.2,0.141673,3.785689
2016-04-26,26.087499618530277,224064800,471389851182.2,0.141673,3.785689
2016-04-27,24.45499992370605,458408400,471389851182.2,0.141673,3.785689
2016-04-28,23.707500457763672,328970800,471389851182.2,0.141673,3.785689
2016-04-29,23.434999465942383,274126000,471389851182.2,0.141673,3.785689
2016-05-02,23.40999984741211,192640400,471389851182.2,0.141673,3.785689
2016-05-03,23.795000076293945,227325200,471389851182.2,0.141673,3.785689
2016-05-04,23.54750061035156,164102000,471389851182.2,0.141673,3.785689
2016-05-05,23.309999465942383,143562000,471389851182.2,0.141673,3.785689
2016-05-06,23.18000030517578,174799600,471389851182.2,0.141673,3.785689
2016-05-09,23.19750022888184,131745600,471389851182.2,0.141673,3.785689
2016-05-10,23.354999542236328,134747200,471389851182.2,0.141673,3.785689
2016-05-11,23.127500534057617,114876400,471389851182.2,0.141673,3.785689
2016-05-12,22.584999084472656,305258800,471389851182.2,0.141673,3.785689
2016-05-13,22.6299991607666,177571200,471389851182.2,0.141673,3.785689
2016-05-16,23.46999931335449,245039200,471389851182.2,0.141673,3.785689
2016-05-17,23.372499465942383,187667600,471389851182.2,0.141673,3.785689
2016-05-18,23.63999938964844,168249600,471389851182.2,0.141673,3.785689
2016-05-19,23.549999237060547,121768400,471389851182.2,0.141673,3.785689
2016-05-20,23.80500030517578,128104000,471389851182.2,0.141673,3.785689
2016-05-23,24.107500076293945,152074400,471389851182.2,0.141673,3.785689
2016-05-24,24.475000381469727,140560800,471389851182.2,0.141673,3.785689
2016-05-25,24.905000686645508,152675200,471389851182.2,0.141673,3.785689
2016-05-26,25.102500915527344,225324800,471389851182.2,0.141673,3.785689
2016-05-27,25.087499618530277,145364800,471389851182.2,0.141673,3.785689
2016-05-31,24.96500015258789,169228800,471389851182.2,0.141673,3.785689
2016-06-01,24.614999771118164,116693200,471389851182.2,0.141673,3.785689
2016-06-02,24.43000030517578,160766400,471389851182.2,0.141673,3.785689
2016-06-03,24.479999542236328,114019600,471389851182.2,0.141673,3.785689
2016-06-06,24.65749931335449,93170000,471389851182.2,0.141673,3.785689
2016-06-07,24.75749969482422,89638000,471389851182.2,0.141673,3.785689
2016-06-08,24.73500061035156,83392400,471389851182.2,0.141673,3.785689
2016-06-09,24.912500381469727,106405600,471389851182.2,0.141673,3.785689
2016-06-10,24.707500457763672,126851600,471389851182.2,0.141673,3.785689
2016-06-13,24.334999084472656,152082000,471389851182.2,0.141673,3.785689
2016-06-14,24.364999771118164,127727600,471389851182.2,0.141673,3.785689
2016-06-15,24.28499984741211,117780800,471389851182.2,0.141673,3.785689
2016-06-16,24.387500762939453,125307200,471389851182.2,0.141673,3.785689
2016-06-17,23.832500457763672,244032800,471389851182.2,0.141673,3.785689
2016-06-20,23.774999618530277,137647600,471389851182.2,0.141673,3.785689
2016-06-21,23.977500915527344,142185600,471389851182.2,0.141673,3.785689
2016-06-22,23.887500762939453,116876400,471389851182.2,0.141673,3.785689
2016-06-23,24.024999618530277,128960800,471389851182.2,0.141673,3.785689
2016-06-24,23.350000381469727,301245600,471389851182.2,0.141673,3.785689
2016-06-27,23.01000022888184,181958400,574802871580.9,0.129173,4.157154
2016-06-28,23.397499084472656,161779600,574802871580.9,0.129173,4.157154
2016-06-29,23.600000381469727,146124000,574802871580.9,0.129173,4.157154
2016-06-30,23.899999618530277,143345600,574802871580.9,0.129173,4.157154
2016-07-01,23.97249984741211,104106000,574802871580.9,0.129173,4.157154
2016-07-05,23.747499465942383,110820800,574802871580.9,0.129173,4.157154
2016-07-06,23.88249969482422,123796400,574802871580.9,0.129173,4.157154
2016-07-07,23.98500061035156,100558400,574802871580.9,0.129173,4.157154
2016-07-08,24.170000076293945,115648400,574802871580.9,0.129173,4.157154
2016-07-11,24.2450008392334,95179600,574802871580.9,0.129173,4.157154
2016-07-12,24.354999542236328,96670000,574802871580.9,0.129173,4.157154
2016-07-13,24.217500686645508,103568800,574802871580.9,0.129173,4.157154
2016-07-14,24.69750022888184,155676000,574802871580.9,0.129173,4.157154
2016-07-15,24.69499969482422,120548000,574802871580.9,0.129173,4.157154
2016-07-18,24.957500457763672,145975600,574802871580.9,0.129173,4.157154
2016-07-19,24.967500686645508,95119600,574802871580.9,0.129173,4.157154
2016-07-20,24.989999771118164,105104000,574802871580.9,0.129173,4.157154
2016-07-21,24.857500076293945,130808000,574802871580.9,0.129173,4.157154
2016-07-22,24.665000915527344,113254800,574802871580.9,0.129173,4.157154
2016-07-25,24.334999084472656,161531600,574802871580.9,0.129173,4.157154
2016-07-26,24.167499542236328,224959200,574802871580.9,0.129173,4.157154
2016-07-27,25.737499237060547,369379200,574802871580.9,0.129173,4.157154
2016-07-28,26.084999084472656,159479200,574802871580.9,0.129173,4.157154
2016-07-29,26.052499771118164,110934800,574802871580.9,0.129173,4.157154
2016-08-01,26.512500762939453,152671600,574802871580.9,0.129173,4.157154
2016-08-02,26.1200008392334,135266400,574802871580.9,0.129173,4.157154
2016-08-03,26.44750022888184,120810400,574802871580.9,0.129173,4.157154
2016-08-04,26.467500686645508,109634800,574802871580.9,0.129173,4.157154
2016-08-05,26.8700008392334,162213600,574802871580.9,0.129173,4.157154
2016-08-08,27.092500686645508,112148800,574802871580.9,0.129173,4.157154
2016-08-09,27.20249938964844,105260800,574802871580.9,0.129173,4.157154
2016-08-10,27.0,96034000,574802871580.9,0.129173,4.157154
2016-08-11,26.982500076293945,109938000,574802871580.9,0.129173,4.157154
2016-08-12,27.045000076293945,74641600,574802871580.9,0.129173,4.157154
2016-08-15,27.3700008392334,103472800,574802871580.9,0.129173,4.157154
2016-08-16,27.34499931335449,135177600,574802871580.9,0.129173,4.157154
2016-08-17,27.30500030517578,101424000,574802871580.9,0.129173,4.157154
2016-08-18,27.270000457763672,87938800,574802871580.9,0.129173,4.157154
2016-08-19,27.34000015258789,101472400,574802871580.9,0.129173,4.157154
2016-08-22,27.127500534057617,103280800,574802871580.9,0.129173,4.157154
2016-08-23,27.212499618530277,85030800,574802871580.9,0.129173,4.157154
2016-08-24,27.00749969482422,94700400,574802871580.9,0.129173,4.157154
2016-08-25,26.89249992370605,100344800,574802871580.9,0.129173,4.157154
2016-08-26,26.73500061035156,111065200,574802871580.9,0.129173,4.157154
2016-08-29,26.70499992370605,99881200,574802871580.9,0.129173,4.157154
2016-08-30,26.5,99455600,574802871580.9,0.129173,4.157154
2016-08-31,26.524999618530277,118649600,574802871580.9,0.129173,4.157154
2016-09-01,26.6825008392334,106806000,574802871580.9,0.129173,4.157154
2016-09-02,26.9325008392334,107210000,574802871580.9,0.129173,4.157154
2016-09-06,26.924999237060547,107521600,574802871580.9,0.129173,4.157154
2016-09-07,27.09000015258789,169457200,574802871580.9,0.129173,4.157154
2016-09-08,26.3799991607666,212008000,574802871580.9,0.129173,4.157154
2016-09-09,25.78249931335449,186228000,574802871580.9,0.129173,4.157154
2016-09-12,26.36000061035156,181171200,574802871580.9,0.129173,4.157154
2016-09-13,26.987499237060547,248704800,574802871580.9,0.129173,4.157154
2016-09-14,27.9424991607666,443554800,574802871580.9,0.129173,4.157154
2016-09-15,28.89249992370605,359934400,574802871580.9,0.129173,4.157154
2016-09-16,28.729999542236328,319547600,574802871580.9,0.129173,4.157154
2016-09-19,28.395000457763672,188092000,574802871580.9,0.129173,4.157154
2016-09-20,28.39249992370605,138057200,574802871580.9,0.129173,4.157154
2016-09-21,28.387500762939453,144012800,574802871580.9,0.129173,4.157154
2016-09-22,28.655000686645508,124296000,574802871580.9,0.129173,4.157154
2016-09-23,28.177499771118164,209924800,574802871580.9,0.129173,4.157154
2016-09-26,28.21999931335449,119477600,575099547224.0,0.087006,8.168566
2016-09-27,28.272499084472656,98429600,575099547224.0,0.087006,8.168566
2016-09-28,28.487499237060547,118564400,575099547224.0,0.087006,8.168566
2016-09-29,28.045000076293945,143548000,575099547224.0,0.087006,8.168566
2016-09-30,28.262500762939453,145516400,575099547224.0,0.087006,8.168566
2016-10-03,28.1299991607666,86807200,575099547224.0,0.087006,8.168566
2016-10-04,28.25,118947200,575099547224.0,0.087006,8.168566
2016-10-05,28.262500762939453,85812400,575099547224.0,0.087006,8.168566
2016-10-06,28.47249984741211,115117200,575099547224.0,0.087006,8.168566
2016-10-07,28.51499938964844,97433600,575099547224.0,0.087006,8.168566
2016-10-10,29.012500762939453,144944000,575099547224.0,0.087006,8.168566
2016-10-11,29.075000762939453,256164000,575099547224.0,0.087006,8.168566
2016-10-12,29.334999084472656,150347200,575099547224.0,0.087006,8.168566
2016-10-13,29.2450008392334,140769600,575099547224.0,0.087006,8.168566
2016-10-14,29.40749931335449,142608800,575099547224.0,0.087006,8.168566
2016-10-17,29.387500762939453,94499600,575099547224.0,0.087006,8.168566
2016-10-18,29.36750030517578,98214000,575099547224.0,0.087006,8.168566
2016-10-19,29.280000686645508,80138400,575099547224.0,0.087006,8.168566
2016-10-20,29.26499938964844,96503200,575099547224.0,0.087006,8.168566
2016-10-21,29.149999618530277,92770800,575099547224.0,0.087006,8.168566
2016-10-24,29.412500381469727,94154800,575099547224.0,0.087006,8.168566
2016-10-25,29.5625,192516000,575099547224.0,0.087006,8.168566
2016-10-26,28.897499084472656,264536800,575099547224.0,0.087006,8.168566
2016-10-27,28.6200008392334,138248000,575099547224.0,0.087006,8.168566
2016-10-28,28.43000030517578,151446800,575099547224.0,0.087006,8.168566
2016-10-31,28.38500022888184,105677600,575099547224.0,0.087006,8.168566
2016-11-01,27.872499465942383,175303200,575099547224.0,0.087006,8.168566
2016-11-02,27.897499084472656,113326800,575099547224.0,0.087006,8.168566
2016-11-03,27.457500457763672,107730400,575099547224.0,0.087006,8.168566
2016-11-04,27.209999084472656,123348000,575099547224.0,0.087006,8.168566
2016-11-07,27.602500915527344,130240000,575099547224.0,0.087006,8.168566
2016-11-08,27.76499938964844,97016800,575099547224.0,0.087006,8.168566
2016-11-09,27.71999931335449,236705600,575099547224.0,0.087006,8.168566
2016-11-10,26.94750022888184,228538000,575099547224.0,0.087006,8.168566
2016-11-11,27.107500076293945,136575600,575099547224.0,0.087006,8.168566
2016-11-14,26.427499771118164,204702000,575099547224.0,0.087006,8.168566
2016-11-15,26.77750015258789,129058000,575099547224.0,0.087006,8.168566
2016-11-16,27.497499465942383,235362000,575099547224.0,0.087006,8.168566
2016-11-17,27.487499237060547,110528000,575099547224.0,0.087006,8.168566
2016-11-18,27.51499938964844,113715600,575099547224.0,0.087006,8.168566
2016-11-21,27.9325008392334,117058400,575099547224.0,0.087006,8.168566
2016-11-22,27.950000762939453,103862000,575099547224.0,0.087006,8.168566
2016-11-23,27.8075008392334,109705600,575099547224.0,0.087006,8.168566
2016-11-25,27.94750022888184,45903600,575099547224.0,0.087006,8.168566
2016-11-28,27.89249992370605,108776000,575099547224.0,0.087006,8.168566
2016-11-29,27.864999771118164,114115200,575099547224.0,0.087006,8.168566
2016-11-30,27.6299991607666,144649200,575099547224.0,0.087006,8.168566
2016-12-01,27.372499465942383,148347600,575099547224.0,0.087006,8.168566
2016-12-02,27.475000381469727,106112000,575099547224.0,0.087006,8.168566
2016-12-05,27.27750015258789,137298000,575099547224.0,0.087006,8.168566
2016-12-06,27.487499237060547,104782000,575099547224.0,0.087006,8.168566
2016-12-07,27.75749969482422,119994800,575099547224.0,0.087006,8.168566
2016-12-08,28.030000686645508,108273200,575099547224.0,0.087006,8.168566
2016-12-09,28.487499237060547,137610400,575099547224.0,0.087006,8.168566
2016-12-12,28.325000762939453,105497600,575099547224.0,0.087006,8.168566
2016-12-13,28.79750061035156,174935200,575099547224.0,0.087006,8.168566
2016-12-14,28.79750061035156,136127200,575099547224.0,0.087006,8.168566
2016-12-15,28.95499992370605,186098000,575099547224.0,0.087006,8.168566
2016-12-16,28.99250030517578,177404400,575099547224.0,0.087006,8.168566
2016-12-19,29.15999984741211,111117600,575099547224.0,0.087006,8.168566
2016-12-20,29.237499237060547,85700000,575099547224.0,0.087006,8.168566
2016-12-21,29.26499938964844,95132800,575099547224.0,0.087006,8.168566
2016-12-22,29.07250022888184,104343600,575099547224.0,0.087006,8.168566
2016-12-23,29.1299991607666,56998000,575099547224.0,0.087006,8.168566
2016-12-27,29.315000534057617,73187600,575099547224.0,0.087006,8.168566
2016-12-28,29.190000534057617,83623600,575099547224.0,0.087006,8.168566
2016-12-29,29.1825008392334,60158000,575099547224.0,0.087006,8.168566
2016-12-30,28.95499992370605,122345200,575099547224.0,0.087006,8.168566
2017-01-03,29.037500381469727,115127600,707514693544.0,0.122769,4.22521
2017-01-04,29.0049991607666,84472400,707514693544.0,0.122769,4.22521
2017-01-05,29.15250015258789,88774400,707514693544.0,0.122769,4.22521
2017-01-06,29.477500915527344,127007600,707514693544.0,0.122769,4.22521
2017-01-09,29.747499465942383,134247600,707514693544.0,0.122769,4.22521
2017-01-10,29.77750015258789,97848400,707514693544.0,0.122769,4.22521
2017-01-11,29.9375,110354400,707514693544.0,0.122769,4.22521
2017-01-12,29.8125,108344800,707514693544.0,0.122769,4.22521
2017-01-13,29.76000022888184,104447600,707514693544.0,0.122769,4.22521
2017-01-17,30.0,137759200,707514693544.0,0.122769,4.22521
2017-01-18,29.997499465942383,94852000,707514693544.0,0.122769,4.22521
2017-01-19,29.94499969482422,102389200,707514693544.0,0.122769,4.22521
2017-01-20,30.0,130391600,707514693544.0,0.122769,4.22521
2017-01-23,30.020000457763672,88200800,707514693544.0,0.122769,4.22521
2017-01-24,29.99250030517578,92844000,707514693544.0,0.122769,4.22521
2017-01-25,30.46999931335449,129510400,707514693544.0,0.122769,4.22521
2017-01-26,30.48500061035156,105350400,707514693544.0,0.122769,4.22521
2017-01-27,30.487499237060547,82251600,707514693544.0,0.122769,4.22521
2017-01-30,30.40749931335449,121510000,707514693544.0,0.122769,4.22521
2017-01-31,30.337499618530277,196804000,707514693544.0,0.122769,4.22521
2017-02-01,32.1875,447940000,707514693544.0,0.122769,4.22521
2017-02-02,32.13249969482422,134841600,707514693544.0,0.122769,4.22521
2017-02-03,32.27000045776367,98029200,707514693544.0,0.122769,4.22521
2017-02-06,32.5724983215332,107383600,707514693544.0,0.122769,4.22521
2017-02-07,32.88249969482422,152735200,707514693544.0,0.122769,4.22521
2017-02-08,33.0099983215332,92016400,707514693544.0,0.122769,4.22521
2017-02-09,33.10499954223633,113399600,707514693544.0,0.122769,4.22521
2017-02-10,33.029998779296875,80262000,707514693544.0,0.122769,4.22521
2017-02-13,33.3224983215332,92141600,707514693544.0,0.122769,4.22521
2017-02-14,33.755001068115234,132904800,707514693544.0,0.122769,4.22521
2017-02-15,33.877498626708984,142492400,707514693544.0,0.122769,4.22521
2017-02-16,33.837501525878906,90338400,707514693544.0,0.122769,4.22521
2017-02-17,33.93000030517578,88792800,707514693544.0,0.122769,4.22521
2017-02-21,34.17499923706055,98028800,707514693544.0,0.122769,4.22521
2017-02-22,34.27750015258789,83347600,707514693544.0,0.122769,4.22521
2017-02-23,34.13249969482422,83152800,707514693544.0,0.122769,4.22521
2017-02-24,34.165000915527344,87106400,707514693544.0,0.122769,4.22521
2017-02-27,34.23249816894531,81029600,707514693544.0,0.122769,4.22521
2017-02-28,34.247501373291016,93931600,707514693544.0,0.122769,4.22521
2017-03-01,34.9474983215332,145658400,707514693544.0,0.122769,4.22521
2017-03-02,34.7400016784668,104844000,707514693544.0,0.122769,4.22521
2017-03-03,34.94499969482422,84432400,707514693544.0,0.122769,4.22521
2017-03-06,34.834999084472656,87000000,707514693544.0,0.122769,4.22521
2017-03-07,34.880001068115234,69785200,707514693544.0,0.122769,4.22521
2017-03-08,34.75,74828800,707514693544.0,0.122769,4.22521
2017-03-09,34.66999816894531,88623600,707514693544.0,0.122769,4.22521
2017-03-10,34.78499984741211,78451200,707514693544.0,0.122769,4.22521
2017-03-13,34.79999923706055,69686800,707514693544.0,0.122769,4.22521
2017-03-14,34.747501373291016,61236400,707514693544.0,0.122769,4.22521
2017-03-15,35.1150016784668,102767200,707514693544.0,0.122769,4.22521
2017-03-16,35.17250061035156,76928000,707514693544.0,0.122769,4.22521
2017-03-17,34.997501373291016,175540000,707514693544.0,0.122769,4.22521
2017-03-20,35.3650016784668,86168000,707514693544.0,0.122769,4.22521
2017-03-21,34.959999084472656,158119600,707514693544.0,0.122769,4.22521
2017-03-22,35.35499954223633,103440800,707514693544.0,0.122769,4.22521
